CrimeDate,CrimeTime,CrimeCode,Location,Description,Weapon,Post,District,Neighborhood,Longitude,Latitude,Premise,Total Incidents
9/27/2019,22:43:00,07,3037 N BALTIMORE ST,ROBBERY,FIREARM,636,SOUTHERN,Berea,-76.555331,39.25758,HOUSE,1
7/3/2021,11:25:00,08,9356 N BALTIMORE ST,COMMON ASSAULT,KNIFE,407,SOUTHERN,Homeland,-76.394788,39.45436,STREET,1
7/18/2022,15:03:00,01,2907 N BALTIMORE ST,ROBBERY,NONE,544,EASTERN,Upton,-76.406528,39.299381,STREET,1
4/7/2019,22:56:00,08,4541 N BALTIMORE ST,LARCENY,FIREARM,800,WESTERN,Roland Park,-76.322325,39.469793,STREET,1
1/7/2021,18:09:00,07,1360 N BALTIMORE ST,BURGLARY,KNIFE,677,NORTHERN,Cherry Hill,-76.527858,39.450395,STORE,1
7/25/2021,23:08:00,02,8304 N BALTIMORE ST,AUTO THEFT,FIREARM,200,WESTERN,Eastwood,-76.468874,39.451602,HOUSE,1
10/13/2023,10:01:00,05,7481 N BALTIMORE ST,SHOOTING,KNIFE,464,NORTHERN,Irvington,-76.434089,39.312628,ALLEY,1
2/25/2022,19:18:00,04,1304 N BALTIMORE ST,ROBBERY,HANDS,257,WESTERN,Eastwood,-76.486,39.435167,ALLEY,1
6/4/2021,02:00:00,05,7386 N BALTIMORE ST,AUTO THEFT,HANDS,204,EASTERN,Guilford,-76.560248,39.256218,STORE,1
7/4/2023,00:05:00,06,9180 N BALTIMORE ST,ROBBERY,HANDS,494,WESTERN,Berea,-76.596298,39.324143,STREET,1
10/17/2020,05:43:00,07,2877 N BALTIMORE ST,ASSAULT,HANDS,408,WESTERN,Guilford,-76.519478,39.24378,ALLEY,1
5/16/2022,02:23:00,05,4140 N BALTIMORE ST,SHOOTING,KNIFE,568,SOUTHERN,Greenmount West,-76.567908,39.291397,STORE,1
7/26/2023,10:28:00,06,7155 N BALTIMORE ST,ASSAULT,HANDS,428,NORTHERN,Park Heights,-76.419037,39.408588,STORE,1
6/10/2022,23:44:00,08,9535 N BALTIMORE ST,COMMON ASSAULT,HANDS,485,NORTHWESTERN,Park Heights,-76.51591,39.43576,HOUSE,1
10/18/2020,05:43:00,09,540 N BALTIMORE ST,SHOOTING,KNIFE,548,WESTERN,Druid Heights,-76.360694,39.449385,STREET,1
11/16/2022,04:40:00,05,4065 N BALTIMORE ST,BURGLARY,KNIFE,832,NORTHERN,Homeland,-76.473062,39.313097,STORE,1
7/18/2023,16:59:00,07,9007 N BALTIMORE ST,LARCENY,HANDS,818,EASTERN,Irvington,-76.33135,39.361072,STREET,1
11/22/2020,11:10:00,01,9327 N BALTIMORE ST,AGG. ASSAULT,HANDS,540,NORTHERN,Druid Heights,-76.568217,39.229582,ALLEY,1
9/19/2023,22:36:00,04,7403 N BALTIMORE ST,AUTO THEFT,NONE,574,CENTRAL,Middle East,-76.368297,39.376577,ALLEY,1
2/10/2022,13:58:00,02,2001 N BALTIMORE ST,ASSAULT,HANDS,419,NORTHEASTERN,Pimlico,-76.49708,39.435281,STORE,1
8/24/2019,22:28:00,06,1200 N BALTIMORE ST,BURGLARY,FIREARM,827,EASTERN,Pimlico,-76.565474,39.454754,STREET,1
12/8/2020,16:11:00,09,2723 N BALTIMORE ST,AUTO THEFT,NONE,573,NORTHERN,Eastwood,-76.530443,39.321514,ALLEY,1
7/1/2022,23:39:00,04,7465 N BALTIMORE ST,AGG. ASSAULT,NONE,104,CENTRAL,Cherry Hill,-76.388579,39.261735,STREET,1
3/12/2023,10:12:00,08,1967 N BALTIMORE ST,BURGLARY,NONE,640,NORTHEASTERN,Morrell Park,-76.310225,39.294021,STORE,1
2/12/2023,11:54:00,08,2926 N BALTIMORE ST,BURGLARY,FIREARM,788,EASTERN,Irvington,-76.559816,39.235358,HOUSE,1
12/5/2021,16:24:00,07,9871 N BALTIMORE ST,ASSAULT,NONE,533,NORTHWESTERN,Druid Heights,-76.544274,39.39065,ALLEY,1
5/5/2022,05:20:00,08,978 N BALTIMORE ST,AUTO THEFT,FIREARM,596,NORTHWESTERN,Berea,-76.55904,39.444565,STORE,1
7/23/2022,14:31:00,03,1454 N BALTIMORE ST,LARCENY,KNIFE,399,CENTRAL,Greenmount West,-76.590191,39.267453,HOUSE,1
10/24/2022,15:35:00,09,1954 N BALTIMORE ST,ROBBERY,HANDS,893,NORTHERN,Cherry Hill,-76.437068,39.497268,STREET,1
9/7/2022,13:06:00,04,4977 N BALTIMORE ST,LARCENY,NONE,369,CENTRAL,Charles Village,-76.495427,39.445019,STORE,1
4/26/2020,23:37:00,06,7115 N BALTIMORE ST,ASSAULT,KNIFE,311,NORTHEASTERN,Mount Washington,-76.355941,39.441632,HOUSE,1
9/6/2023,10:45:00,05,4840 N BALTIMORE ST,BURGLARY,FIREARM,238,SOUTHERN,Berea,-76.311168,39.435707,STREET,1
12/28/2020,04:15:00,03,5377 N BALTIMORE ST,COMMON ASSAULT,NONE,601,NORTHERN,Pigtown,-76.557349,39.389721,STORE,1
11/26/2019,02:25:00,09,4658 N BALTIMORE ST,AUTO THEFT,NONE,599,EASTERN,Govans,-76.501813,39.200742,STREET,1
2/26/2021,17:25:00,04,7139 N BALTIMORE ST,COMMON ASSAULT,NONE,374,EASTERN,Guilford,-76.50314,39.285078,ALLEY,1
6/22/2022,01:02:00,02,7629 N BALTIMORE ST,LARCENY,FIREARM,261,NORTHERN,Morrell Park,-76.467614,39.200203,STORE,1
11/10/2020,05:55:00,05,1629 N BALTIMORE ST,AUTO THEFT,HANDS,184,CENTRAL,Brooklyn,-76.488447,39.47114,ALLEY,1
12/23/2021,07:27:00,02,1659 N BALTIMORE ST,LARCENY,KNIFE,588,EASTERN,Harlem Park,-76.576618,39.378104,STORE,1
2/28/2021,13:44:00,03,7926 N BALTIMORE ST,ROBBERY,KNIFE,492,NORTHEASTERN,Sandtown-Winchester,-76.573201,39.441787,STREET,1
3/13/2021,04:41:00,03,1220 N BALTIMORE ST,HOMICIDE,FIREARM,724,SOUTHERN,Park Heights,-76.404994,39.33203,ALLEY,1
7/20/2020,21:28:00,04,1520 N BALTIMORE ST,ROBBERY,KNIFE,870,CENTRAL,Clifton Park,-76.563053,39.419003,HOUSE,1
4/9/2020,20:05:00,04,9166 N BALTIMORE ST,BURGLARY,FIREARM,774,SOUTHERN,Greenmount West,-76.337252,39.261634,ALLEY,1
11/2/2021,07:31:00,07,1947 N BALTIMORE ST,COMMON ASSAULT,NONE,753,EASTERN,Guilford,-76.421821,39.358486,STREET,1
7/28/2020,18:26:00,06,9051 N BALTIMORE ST,ASSAULT,NONE,888,SOUTHERN,Pimlico,-76.578102,39.376209,STREET,1
1/26/2019,12:32:00,05,8309 N BALTIMORE ST,AGG. ASSAULT,NONE,818,NORTHWESTERN,Pigtown,-76.479317,39.392161,ALLEY,1
2/17/2021,06:51:00,03,8888 N BALTIMORE ST,AUTO THEFT,NONE,700,NORTHEASTERN,Pigtown,-76.409712,39.450358,STREET,1
12/28/2022,07:03:00,04,1512 N BALTIMORE ST,AGG. ASSAULT,FIREARM,564,CENTRAL,Westport,-76.416311,39.216509,ALLEY,1
12/1/2020,05:31:00,06,8668 N BALTIMORE ST,HOMICIDE,HANDS,270,NORTHEASTERN,Druid Heights,-76.488439,39.424933,HOUSE,1
6/26/2019,13:17:00,09,1146 N BALTIMORE ST,BURGLARY,FIREARM,608,NORTHEASTERN,Guilford,-76.463441,39.308037,STORE,1
6/6/2020,08:49:00,02,9502 N BALTIMORE ST,ROBBERY,KNIFE,858,WESTERN,Mount Washington,-76.447353,39.213211,STREET,1
6/13/2022,04:11:00,01,9158 N BALTIMORE ST,AGG. ASSAULT,KNIFE,429,NORTHEASTERN,Curtis Bay,-76.525521,39.474756,HOUSE,1
10/12/2019,03:32:00,01,3038 N BALTIMORE ST,COMMON ASSAULT,FIREARM,510,NORTHERN,Pigtown,-76.579322,39.339528,HOUSE,1
6/3/2021,17:29:00,01,6144 N BALTIMORE ST,COMMON ASSAULT,HANDS,677,NORTHERN,Charles Village,-76.364648,39.421873,ALLEY,1
8/25/2023,06:46:00,09,4116 N BALTIMORE ST,ASSAULT,FIREARM,519,SOUTHERN,Johnston Square,-76.592827,39.362464,STREET,1
12/24/2022,09:06:00,04,8780 N BALTIMORE ST,COMMON ASSAULT,NONE,603,NORTHEASTERN,Park Heights,-76.311644,39.491768,ALLEY,1
1/8/2019,16:26:00,06,7611 N BALTIMORE ST,ROBBERY,FIREARM,617,SOUTHERN,Pen Lucy,-76.559946,39.445989,STREET,1
7/22/2019,04:15:00,05,4376 N BALTIMORE ST,AUTO THEFT,NONE,817,WESTERN,Morrell Park,-76.35043,39.297875,STORE,1
4/5/2019,18:06:00,03,1831 N BALTIMORE ST,ASSAULT,NONE,577,NORTHWESTERN,Pigtown,-76.50579,39.236221,HOUSE,1
5/15/2022,08:54:00,02,1581 N BALTIMORE ST,ASSAULT,HANDS,821,NORTHWESTERN,Charles Village,-76.390937,39.212099,HOUSE,1
6/13/2020,16:03:00,05,4362 N BALTIMORE ST,ASSAULT,FIREARM,514,NORTHEASTERN,Belair-Edison,-76.34362,39.366786,ALLEY,1
3/4/2019,00:03:00,04,2241 N BALTIMORE ST,COMMON ASSAULT,NONE,481,EASTERN,Druid Heights,-76.394114,39.481272,STREET,1
2/1/2021,02:12:00,08,2210 N BALTIMORE ST,ROBBERY,HANDS,225,WESTERN,Morrell Park,-76.587191,39.338298,ALLEY,1
12/13/2022,15:01:00,07,7090 N BALTIMORE ST,ASSAULT,HANDS,319,WESTERN,Hampden,-76.327509,39.282495,STORE,1
10/20/2019,19:15:00,05,8273 N BALTIMORE ST,AGG. ASSAULT,NONE,162,NORTHWESTERN,Roland Park,-76.573684,39.314905,STORE,1
4/21/2023,17:50:00,01,6366 N BALTIMORE ST,AUTO THEFT,NONE,657,CENTRAL,Brooklyn,-76.365569,39.30321,HOUSE,1
1/11/2020,19:14:00,01,4702 N BALTIMORE ST,LARCENY,NONE,642,SOUTHERN,Govans,-76.49277,39.375197,ALLEY,1
11/8/2020,08:34:00,01,3694 N BALTIMORE ST,AGG. ASSAULT,HANDS,277,NORTHEASTERN,Cherry Hill,-76.54717,39.377756,HOUSE,1
12/23/2019,11:36:00,03,9325 N BALTIMORE ST,COMMON ASSAULT,NONE,655,WESTERN,Hampden,-76.507284,39.347131,STREET,1
4/1/2023,16:30:00,01,5535 N BALTIMORE ST,COMMON ASSAULT,KNIFE,448,NORTHWESTERN,Harlem Park,-76.384919,39.475634,HOUSE,1
10/23/2020,04:49:00,02,8722 N BALTIMORE ST,AUTO THEFT,FIREARM,482,NORTHEASTERN,Harlem Park,-76.388639,39.398642,STREET,1
3/6/2021,23:27:00,08,5298 N BALTIMORE ST,ASSAULT,HANDS,328,SOUTHERN,Park Heights,-76.40034,39.444336,STORE,1
3/6/2021,23:00:00,07,9397 N BALTIMORE ST,LARCENY,KNIFE,716,CENTRAL,Westport,-76.504535,39.442642,ALLEY,1
8/5/2019,10:47:00,02,3999 N BALTIMORE ST,AUTO THEFT,HANDS,271,WESTERN,Clifton Park,-76.409144,39.488924,HOUSE,1
4/8/2021,22:04:00,06,4305 N BALTIMORE ST,ROBBERY,FIREARM,149,NORTHEASTERN,Johnston Square,-76.484219,39.419775,ALLEY,1
7/12/2022,17:24:00,02,7955 N BALTIMORE ST,COMMON ASSAULT,KNIFE,562,EASTERN,Roland Park,-76.577887,39.453729,HOUSE,1
2/3/2021,10:10:00,07,2736 N BALTIMORE ST,ROBBERY,FIREARM,446,SOUTHERN,Sandtown-Winchester,-76.421791,39.384093,STORE,1
11/6/2022,19:56:00,07,2673 N BALTIMORE ST,LARCENY,FIREARM,439,NORTHEASTERN,Pen Lucy,-76.538335,39.256995,HOUSE,1
4/4/2021,01:25:00,09,8143 N BALTIMORE ST,ASSAULT,FIREARM,469,SOUTHERN,Eastwood,-76.598855,39.226289,STORE,1
4/6/2019,20:18:00,02,7858 N BALTIMORE ST,ROBBERY,HANDS,507,NORTHEASTERN,Brooklyn,-76.458717,39.468463,HOUSE,1
7/6/2023,11:56:00,07,6152 N BALTIMORE ST,ASSAULT,NONE,145,CENTRAL,Upton,-76.521011,39.339517,ALLEY,1
1/5/2023,22:42:00,02,1504 N BALTIMORE ST,AUTO THEFT,NONE,874,SOUTHERN,Homeland,-76.423082,39.366081,STORE,1
9/22/2022,15:36:00,04,7903 N BALTIMORE ST,BURGLARY,FIREARM,504,WESTERN,Homeland,-76.329167,39.414292,ALLEY,1
3/6/2022,06:51:00,04,2167 N BALTIMORE ST,LARCENY,NONE,180,NORTHERN,Druid Heights,-76.303516,39.330618,ALLEY,1
6/24/2021,02:05:00,07,9215 N BALTIMORE ST,AGG. ASSAULT,HANDS,382,WESTERN,Homeland,-76.444094,39.475149,STREET,1
10/17/2023,13:07:00,07,2551 N BALTIMORE ST,ASSAULT,FIREARM,208,CENTRAL,Waverly,-76.431195,39.230297,HOUSE,1
7/9/2021,12:41:00,08,9472 N BALTIMORE ST,SHOOTING,FIREARM,276,WESTERN,Mount Washington,-76.517376,39.243156,STORE,1
12/8/2021,01:47:00,08,4500 N BALTIMORE ST,AUTO THEFT,FIREARM,445,EASTERN,Harlem Park,-76.354784,39.290916,HOUSE,1
4/5/2019,09:47:00,08,5357 N BALTIMORE ST,BURGLARY,NONE,719,EASTERN,Homeland,-76.406334,39.256381,ALLEY,1
12/16/2022,16:55:00,06,1020 N BALTIMORE ST,HOMICIDE,KNIFE,167,NORTHERN,Hampden,-76.506663,39.352039,ALLEY,1
10/1/2023,05:12:00,04,1044 N BALTIMORE ST,COMMON ASSAULT,FIREARM,567,NORTHERN,Charles Village,-76.584832,39.308113,ALLEY,1
9/13/2022,20:59:00,02,600 N BALTIMORE ST,COMMON ASSAULT,HANDS,600,SOUTHERN,Pigtown,-76.421787,39.253275,STORE,1
6/6/2021,08:47:00,02,4770 N BALTIMORE ST,LARCENY,NONE,150,WESTERN,Morrell Park,-76.551128,39.371677,ALLEY,1
11/7/2020,08:41:00,07,8509 N BALTIMORE ST,LARCENY,FIREARM,585,NORTHWESTERN,Mount Washington,-76.326545,39.394211,STREET,1
5/23/2023,22:41:00,05,7043 N BALTIMORE ST,AGG. ASSAULT,HANDS,570,SOUTHERN,Curtis Bay,-76.5244,39.340009,STORE,1
9/22/2019,11:35:00,05,4990 N BALTIMORE ST,ROBBERY,NONE,165,NORTHEASTERN,Morrell Park,-76.499115,39.282945,HOUSE,1
11/23/2021,20:19:00,04,2556 N BALTIMORE ST,HOMICIDE,KNIFE,158,SOUTHERN,Mount Washington,-76.358371,39.440709,STORE,1
12/1/2020,20:31:00,05,4350 N BALTIMORE ST,AGG. ASSAULT,NONE,497,SOUTHERN,Eastwood,-76.37898,39.374907,ALLEY,1
11/18/2020,20:50:00,08,5973 N BALTIMORE ST,HOMICIDE,HANDS,274,CENTRAL,Park Heights,-76.347808,39.462948,ALLEY,1
3/24/2022,08:46:00,09,3099 N BALTIMORE ST,AUTO THEFT,FIREARM,327,NORTHEASTERN,Westport,-76.493415,39.423263,HOUSE,1
6/9/2021,18:18:00,08,2029 N BALTIMORE ST,SHOOTING,FIREARM,749,NORTHERN,Greenmount West,-76.424928,39.48329,STREET,1
2/28/2023,21:24:00,09,4988 N BALTIMORE ST,AGG. ASSAULT,FIREARM,254,NORTHWESTERN,Oliver,-76.55879,39.260089,STORE,1
6/28/2020,22:11:00,02,8088 N BALTIMORE ST,AUTO THEFT,KNIFE,420,EASTERN,Morrell Park,-76.40965,39.201414,HOUSE,1
10/25/2020,05:31:00,02,2220 N BALTIMORE ST,AGG. ASSAULT,NONE,513,NORTHERN,Brooklyn,-76.471292,39.34322,STREET,1
12/12/2020,00:57:00,06,8800 N BALTIMORE ST,COMMON ASSAULT,FIREARM,792,WESTERN,Harlem Park,-76.598763,39.420081,ALLEY,1
3/4/2021,12:32:00,05,2836 N BALTIMORE ST,ROBBERY,FIREARM,405,SOUTHERN,Pen Lucy,-76.315461,39.336778,HOUSE,1
6/16/2020,11:48:00,04,2801 N BALTIMORE ST,AGG. ASSAULT,FIREARM,333,CENTRAL,Greenmount West,-76.532704,39.495464,ALLEY,1
9/6/2023,03:23:00,01,6247 N BALTIMORE ST,BURGLARY,FIREARM,708,NORTHEASTERN,Guilford,-76.301596,39.398591,STREET,1
7/15/2019,12:07:00,09,4240 N BALTIMORE ST,SHOOTING,KNIFE,310,CENTRAL,Harlem Park,-76.391442,39.389093,HOUSE,1
11/17/2019,08:39:00,03,6962 N BALTIMORE ST,ROBBERY,FIREARM,389,CENTRAL,Greenmount West,-76.565796,39.231879,ALLEY,1
9/7/2021,11:45:00,07,4939 N BALTIMORE ST,ASSAULT,FIREARM,661,NORTHWESTERN,Irvington,-76.451094,39.262308,STORE,1
1/22/2019,02:58:00,02,9506 N BALTIMORE ST,SHOOTING,KNIFE,192,NORTHWESTERN,Park Heights,-76.366142,39.222514,STREET,1
8/10/2020,08:29:00,01,1735 N BALTIMORE ST,ASSAULT,FIREARM,397,SOUTHERN,Roland Park,-76.491936,39.40303,STORE,1
1/1/2019,04:42:00,03,5484 N BALTIMORE ST,AUTO THEFT,NONE,736,NORTHEASTERN,Guilford,-76.519507,39.41992,HOUSE,1
2/13/2020,12:29:00,05,6419 N BALTIMORE ST,SHOOTING,NONE,764,SOUTHERN,Homeland,-76.334163,39.250034,ALLEY,1
3/4/2019,13:58:00,08,9421 N BALTIMORE ST,SHOOTING,KNIFE,725,CENTRAL,Pen Lucy,-76.486075,39.30758,STREET,1
8/16/2020,03:56:00,07,7320 N BALTIMORE ST,LARCENY,FIREARM,367,CENTRAL,Mount Washington,-76.403508,39.203708,ALLEY,1
9/17/2021,22:44:00,02,7191 N BALTIMORE ST,COMMON ASSAULT,NONE,454,NORTHERN,Eastwood,-76.400887,39.392421,ALLEY,1
10/2/2023,00:41:00,03,8383 N BALTIMORE ST,SHOOTING,NONE,269,NORTHERN,Homeland,-76.57754,39.347494,ALLEY,1
9/8/2019,17:41:00,07,6707 N BALTIMORE ST,COMMON ASSAULT,FIREARM,570,SOUTHERN,Park Heights,-76.466743,39.37191,STREET,1
6/4/2022,15:47:00,01,1781 N BALTIMORE ST,AGG. ASSAULT,NONE,136,EASTERN,Mount Washington,-76.432861,39.200051,STREET,1
11/10/2023,16:35:00,04,7574 N BALTIMORE ST,AUTO THEFT,HANDS,155,WESTERN,Waverly,-76.355023,39.453295,HOUSE,1
10/16/2023,22:42:00,06,7514 N BALTIMORE ST,ROBBERY,FIREARM,877,NORTHERN,Berea,-76.402327,39.200659,HOUSE,1
9/17/2021,11:44:00,02,850 N BALTIMORE ST,ASSAULT,NONE,243,CENTRAL,Homeland,-76.353448,39.422753,STORE,1
4/7/2023,03:59:00,07,3632 N BALTIMORE ST,SHOOTING,KNIFE,833,SOUTHERN,Druid Heights,-76.49862,39.427145,STREET,1
2/25/2023,14:29:00,09,2305 N BALTIMORE ST,SHOOTING,FIREARM,643,CENTRAL,Hampden,-76.379136,39.365968,STORE,1
9/25/2022,05:44:00,03,2203 N BALTIMORE ST,ROBBERY,NONE,773,WESTERN,Homeland,-76.419836,39.464809,STORE,1
5/13/2020,10:18:00,08,2285 N BALTIMORE ST,ASSAULT,NONE,716,WESTERN,Greenmount West,-76.389996,39.424528,HOUSE,1
6/23/2023,23:59:00,09,3660 N BALTIMORE ST,COMMON ASSAULT,KNIFE,739,CENTRAL,Homeland,-76.385685,39.405983,ALLEY,1
9/18/2020,22:40:00,06,1990 N BALTIMORE ST,AUTO THEFT,NONE,696,CENTRAL,Pen Lucy,-76.428809,39.400147,STORE,1
5/28/2023,13:51:00,01,8664 N BALTIMORE ST,ROBBERY,FIREARM,490,CENTRAL,Eastwood,-76.556402,39.401076,ALLEY,1
5/22/2020,08:09:00,01,4935 N BALTIMORE ST,COMMON ASSAULT,FIREARM,467,NORTHERN,Pigtown,-76.355792,39.230744,ALLEY,1
7/8/2023,16:50:00,05,869 N BALTIMORE ST,AGG. ASSAULT,NONE,526,CENTRAL,Guilford,-76.312989,39.492747,HOUSE,1
12/9/2019,06:39:00,08,3795 N BALTIMORE ST,AUTO THEFT,KNIFE,894,NORTHEASTERN,Berea,-76.382526,39.258049,STORE,1
3/6/2019,23:32:00,02,6280 N BALTIMORE ST,LARCENY,NONE,385,CENTRAL,Cherry Hill,-76.43302,39.23902,HOUSE,1
12/5/2022,01:09:00,06,9879 N BALTIMORE ST,LARCENY,HANDS,602,SOUTHERN,Sandtown-Winchester,-76.363028,39.365048,STREET,1
9/8/2021,05:33:00,02,8376 N BALTIMORE ST,ASSAULT,NONE,656,CENTRAL,Waverly,-76.438889,39.227584,ALLEY,1
6/12/2021,09:13:00,09,7880 N BALTIMORE ST,HOMICIDE,FIREARM,217,NORTHWESTERN,Roland Park,-76.399318,39.3337,ALLEY,1
7/26/2021,03:24:00,05,8951 N BALTIMORE ST,BURGLARY,FIREARM,629,CENTRAL,Harlem Park,-76.353367,39.312487,STORE,1
11/7/2021,10:32:00,02,1672 N BALTIMORE ST,ASSAULT,FIREARM,741,NORTHEASTERN,Oliver,-76.580358,39.401101,ALLEY,1
2/7/2022,17:53:00,07,1281 N BALTIMORE ST,ASSAULT,FIREARM,570,CENTRAL,Mount Washington,-76.38494,39.211366,STREET,1
9/3/2021,18:52:00,04,4337 N BALTIMORE ST,AGG. ASSAULT,NONE,561,NORTHWESTERN,Harlem Park,-76.410935,39.329908,STREET,1
9/1/2019,20:46:00,02,9694 N BALTIMORE ST,LARCENY,FIREARM,466,CENTRAL,Govans,-76.321586,39.231841,HOUSE,1
8/13/2021,12:52:00,01,7865 N BALTIMORE ST,ASSAULT,KNIFE,239,NORTHEASTERN,Irvington,-76.375974,39.439031,HOUSE,1
11/26/2021,23:41:00,06,282 N BALTIMORE ST,HOMICIDE,KNIFE,226,NORTHWESTERN,Clifton Park,-76.587468,39.371816,STORE,1
5/7/2019,23:47:00,06,3569 N BALTIMORE ST,AGG. ASSAULT,KNIFE,264,WESTERN,Berea,-76.544802,39.385065,HOUSE,1
11/26/2020,18:54:00,01,9092 N BALTIMORE ST,SHOOTING,FIREARM,397,NORTHEASTERN,Brooklyn,-76.398494,39.275206,ALLEY,1
6/12/2022,04:42:00,04,1739 N BALTIMORE ST,BURGLARY,FIREARM,298,WESTERN,Guilford,-76.504664,39.335194,HOUSE,1
10/19/2020,11:51:00,06,7117 N BALTIMORE ST,ASSAULT,FIREARM,420,WESTERN,Pen Lucy,-76.526147,39.266458,STORE,1
3/22/2021,23:21:00,08,7683 N BALTIMORE ST,SHOOTING,HANDS,893,NORTHERN,Pigtown,-76.508358,39.365502,ALLEY,1
5/28/2019,04:57:00,09,3318 N BALTIMORE ST,BURGLARY,FIREARM,844,WESTERN,Clifton Park,-76.57738,39.205589,STREET,1
7/25/2023,18:13:00,01,9137 N BALTIMORE ST,BURGLARY,NONE,769,WESTERN,Homeland,-76.367441,39.309746,ALLEY,1
12/28/2023,09:08:00,08,8310 N BALTIMORE ST,HOMICIDE,FIREARM,506,NORTHERN,Roland Park,-76.49084,39.203178,ALLEY,1
11/6/2023,16:08:00,08,2708 N BALTIMORE ST,ASSAULT,KNIFE,853,NORTHERN,Mount Washington,-76.380399,39.481753,STREET,1
4/3/2022,08:23:00,04,801 N BALTIMORE ST,COMMON ASSAULT,HANDS,497,NORTHERN,Curtis Bay,-76.459098,39.336393,STREET,1
2/23/2021,16:40:00,05,4414 N BALTIMORE ST,HOMICIDE,KNIFE,485,CENTRAL,Harlem Park,-76.403897,39.309589,STREET,1
4/17/2022,12:22:00,06,8076 N BALTIMORE ST,SHOOTING,FIREARM,613,SOUTHERN,Middle East,-76.33539,39.33197,ALLEY,1
4/5/2021,05:10:00,06,9963 N BALTIMORE ST,ROBBERY,KNIFE,524,WESTERN,Upton,-76.356648,39.416077,STORE,1
4/19/2022,05:41:00,07,467 N BALTIMORE ST,COMMON ASSAULT,FIREARM,230,EASTERN,Eastwood,-76.427954,39.248339,STREET,1
1/6/2020,08:59:00,03,8564 N BALTIMORE ST,AGG. ASSAULT,FIREARM,836,WESTERN,Roland Park,-76.381608,39.446391,STREET,1
8/28/2023,15:10:00,04,6830 N BALTIMORE ST,ASSAULT,KNIFE,738,EASTERN,Brooklyn,-76.402105,39.279356,HOUSE,1
10/3/2023,07:24:00,07,2266 N BALTIMORE ST,ROBBERY,FIREARM,307,EASTERN,Hampden,-76.443187,39.472802,STORE,1
2/6/2023,15:57:00,01,8806 N BALTIMORE ST,HOMICIDE,FIREARM,195,NORTHWESTERN,Homeland,-76.455328,39.239099,STREET,1
9/14/2022,11:55:00,01,8780 N BALTIMORE ST,AGG. ASSAULT,KNIFE,593,NORTHERN,Roland Park,-76.363133,39.314371,STREET,1
8/25/2021,07:58:00,02,4741 N BALTIMORE ST,HOMICIDE,NONE,363,NORTHWESTERN,Greenmount West,-76.543294,39.412745,STREET,1
9/1/2019,12:41:00,04,5275 N BALTIMORE ST,AGG. ASSAULT,HANDS,209,WESTERN,Morrell Park,-76.553566,39.395473,HOUSE,1
7/19/2023,11:39:00,05,6611 N BALTIMORE ST,COMMON ASSAULT,NONE,665,NORTHERN,Pigtown,-76.364863,39.34474,HOUSE,1
5/10/2022,18:22:00,07,2362 N BALTIMORE ST,ROBBERY,KNIFE,557,WESTERN,Berea,-76.365067,39.484774,STREET,1
6/26/2022,17:39:00,01,2733 N BALTIMORE ST,AGG. ASSAULT,FIREARM,193,WESTERN,Brooklyn,-76.353023,39.341501,STORE,1
4/12/2021,02:38:00,01,6396 N BALTIMORE ST,AGG. ASSAULT,HANDS,828,NORTHEASTERN,Upton,-76.310941,39.217239,ALLEY,1
1/7/2022,21:59:00,09,4785 N BALTIMORE ST,COMMON ASSAULT,FIREARM,713,EASTERN,Clifton Park,-76.446836,39.409535,ALLEY,1
4/21/2021,00:10:00,02,4620 N BALTIMORE ST,AGG. ASSAULT,HANDS,785,NORTHEASTERN,Eastwood,-76.481457,39.375824,STREET,1
2/18/2019,09:46:00,09,9650 N BALTIMORE ST,AUTO THEFT,HANDS,383,CENTRAL,Guilford,-76.532111,39.488917,STORE,1
1/9/2023,05:26:00,09,1844 N BALTIMORE ST,HOMICIDE,FIREARM,615,EASTERN,Hampden,-76.511724,39.484105,HOUSE,1
5/23/2023,14:24:00,08,4085 N BALTIMORE ST,AUTO THEFT,NONE,797,WESTERN,Roland Park,-76.461784,39.376048,STREET,1
2/13/2021,20:50:00,04,3867 N BALTIMORE ST,AUTO THEFT,NONE,461,NORTHEASTERN,Oliver,-76.445049,39.202917,HOUSE,1
7/22/2019,23:52:00,06,1345 N BALTIMORE ST,HOMICIDE,KNIFE,587,SOUTHERN,Curtis Bay,-76.505838,39.26557,HOUSE,1
8/24/2020,06:15:00,04,4448 N BALTIMORE ST,COMMON ASSAULT,KNIFE,307,CENTRAL,Cherry Hill,-76.349518,39.4509,HOUSE,1
2/3/2019,21:42:00,08,208 N BALTIMORE ST,HOMICIDE,FIREARM,593,NORTHERN,Belair-Edison,-76.488641,39.294625,HOUSE,1
5/13/2023,07:48:00,03,987 N BALTIMORE ST,HOMICIDE,NONE,589,NORTHWESTERN,Oliver,-76.318104,39.209769,HOUSE,1
8/4/2020,22:33:00,08,5271 N BALTIMORE ST,LARCENY,FIREARM,790,NORTHERN,Govans,-76.536774,39.374302,HOUSE,1
3/18/2021,08:15:00,05,7822 N BALTIMORE ST,AUTO THEFT,HANDS,288,WESTERN,Pimlico,-76.450369,39.26316,HOUSE,1
5/15/2022,05:36:00,03,9535 N BALTIMORE ST,COMMON ASSAULT,FIREARM,838,NORTHERN,Pimlico,-76.519015,39.270742,STORE,1
