SRRecordID,SRStatus,Method Received,ServiceRequest,SRType,SRCreatedDate,SRUpdatedDate,SRDueDate,SRClosedDate,Neighborhood,District,CouncilDistrict,PoliceDistrict,PolicePostCode,Latitude,Longitude,Location
SR-100127,Open,Phone,Pothole,Pothole Request,5/24/2019,5/24/2019,5/24/2019,5/24/2019,Pigtown,WESTERN,5,WESTERN,137,39.201433,-76.376096,"39.201433, -76.376096"
SR-100128,Closed,Phone,Dead Animal,Dead Animal Request,7/2/2021,7/2/2021,7/2/2021,7/2/2021,Waverly,EASTERN,1,EASTERN,844,39.432268,-76.301544,"39.432268, -76.301544"
SR-100129,In Progress,Phone,Street Light Out,Street Light Out Request,8/25/2019,8/25/2019,8/25/2019,8/25/2019,Greenmount West,SOUTHERN,12,SOUTHERN,265,39.247672,-76.476663,"39.247672, -76.476663"
SR-100130,Open,Phone,Vacant Building,Vacant Building Request,9/22/2023,9/22/2023,9/22/2023,9/22/2023,Cherry Hill,CENTRAL,12,CENTRAL,373,39.246161,-76.322821,"39.246161, -76.322821"
SR-100131,In Progress,Phone,Dirty Street,Dirty Street Request,10/27/2022,10/27/2022,10/27/2022,10/27/2022,Pigtown,WESTERN,2,WESTERN,757,39.244761,-76.340862,"39.244761, -76.340862"
SR-100132,Open,Phone,Parking Complaint,Parking Complaint Request,12/7/2022,12/7/2022,12/7/2022,12/7/2022,Hampden,WESTERN,5,WESTERN,556,39.389321,-76.336888,"39.389321, -76.336888"
SR-100133,In Progress,Phone,Dead Animal,Dead Animal Request,8/27/2023,8/27/2023,8/27/2023,8/27/2023,Guilford,SOUTHERN,2,SOUTHERN,161,39.486425,-76.454706,"39.486425, -76.454706"
SR-100134,In Progress,Phone,Abandoned Vehicle,Abandoned Vehicle Request,4/19/2021,4/19/2021,4/19/2021,4/19/2021,Homeland,CENTRAL,1,CENTRAL,540,39.306382,-76.385816,"39.306382, -76.385816"
SR-100135,In Progress,Phone,Illegal Dumping,Illegal Dumping Request,8/4/2022,8/4/2022,8/4/2022,8/4/2022,Pen Lucy,NORTHERN,13,NORTHERN,750,39.258512,-76.479609,"39.258512, -76.479609"
SR-100136,Closed,Phone,Vacant Building,Vacant Building Request,4/23/2021,4/23/2021,4/23/2021,4/23/2021,Druid Heights,EASTERN,6,EASTERN,486,39.21838,-76.322583,"39.21838, -76.322583"
SR-100137,Closed,Phone,Graffiti,Graffiti Request,5/4/2019,5/4/2019,5/4/2019,5/4/2019,Waverly,NORTHEASTERN,8,NORTHEASTERN,576,39.322703,-76.480946,"39.322703, -76.480946"
SR-100138,Closed,Phone,Abandoned Vehicle,Abandoned Vehicle Request,1/15/2022,1/15/2022,1/15/2022,1/15/2022,Pimlico,NORTHWESTERN,12,NORTHWESTERN,852,39.464404,-76.427304,"39.464404, -76.427304"
SR-100139,Closed,Phone,Illegal Dumping,Illegal Dumping Request,8/14/2019,8/14/2019,8/14/2019,8/14/2019,Pen Lucy,EASTERN,13,EASTERN,402,39.202781,-76.337996,"39.202781, -76.337996"
SR-100140,In Progress,Phone,Dirty Street,Dirty Street Request,3/19/2022,3/19/2022,3/19/2022,3/19/2022,Cherry Hill,CENTRAL,4,CENTRAL,624,39.475032,-76.393734,"39.475032, -76.393734"
SR-100141,Open,Phone,Street Light Out,Street Light Out Request,8/24/2019,8/24/2019,8/24/2019,8/24/2019,Berea,CENTRAL,3,CENTRAL,548,39.319292,-76.320123,"39.319292, -76.320123"
SR-100142,Closed,Phone,Parking Complaint,Parking Complaint Request,5/8/2021,5/8/2021,5/8/2021,5/8/2021,Harlem Park,NORTHWESTERN,10,NORTHWESTERN,168,39.392105,-76.302605,"39.392105, -76.302605"
SR-100143,Open,Phone,Abandoned Vehicle,Abandoned Vehicle Request,7/9/2021,7/9/2021,7/9/2021,7/9/2021,Park Heights,WESTERN,5,WESTERN,493,39.300639,-76.583746,"39.300639, -76.583746"
SR-100144,Closed,Phone,Dead Animal,Dead Animal Request,3/21/2023,3/21/2023,3/21/2023,3/21/2023,Waverly,EASTERN,12,EASTERN,210,39.330751,-76.593567,"39.330751, -76.593567"
SR-100145,Closed,Phone,Parking Complaint,Parking Complaint Request,1/22/2021,1/22/2021,1/22/2021,1/22/2021,Park Heights,CENTRAL,1,CENTRAL,818,39.473086,-76.528733,"39.473086, -76.528733"
SR-100146,Closed,Phone,Abandoned Vehicle,Abandoned Vehicle Request,4/3/2022,4/3/2022,4/3/2022,4/3/2022,Irvington,NORTHERN,14,NORTHERN,829,39.437889,-76.398396,"39.437889, -76.398396"
SR-100147,Open,Phone,Vacant Building,Vacant Building Request,7/13/2022,7/13/2022,7/13/2022,7/13/2022,Greenmount West,EASTERN,12,EASTERN,750,39.396795,-76.502703,"39.396795, -76.502703"
SR-100148,Closed,Phone,Parking Complaint,Parking Complaint Request,11/21/2020,11/21/2020,11/21/2020,11/21/2020,Cherry Hill,SOUTHERN,6,SOUTHERN,329,39.493351,-76.516738,"39.493351, -76.516738"
SR-100149,Closed,Phone,Street Light Out,Street Light Out Request,12/14/2023,12/14/2023,12/14/2023,12/14/2023,Pen Lucy,NORTHWESTERN,9,NORTHWESTERN,169,39.365045,-76.596392,"39.365045, -76.596392"
SR-100150,Closed,Phone,Abandoned Vehicle,Abandoned Vehicle Request,6/15/2019,6/15/2019,6/15/2019,6/15/2019,Curtis Bay,WESTERN,13,WESTERN,554,39.234723,-76.486551,"39.234723, -76.486551"
SR-100151,Open,Phone,Illegal Dumping,Illegal Dumping Request,7/10/2023,7/10/2023,7/10/2023,7/10/2023,Mount Washington,WESTERN,2,WESTERN,422,39.449648,-76.559985,"39.449648, -76.559985"
SR-100152,Open,Phone,Illegal Dumping,Illegal Dumping Request,1/24/2022,1/24/2022,1/24/2022,1/24/2022,Druid Heights,NORTHEASTERN,3,NORTHEASTERN,737,39.494533,-76.59748,"39.494533, -76.59748"
SR-100153,Open,Phone,Vacant Building,Vacant Building Request,7/18/2023,7/18/2023,7/18/2023,7/18/2023,Pimlico,NORTHEASTERN,4,NORTHEASTERN,451,39.286788,-76.561988,"39.286788, -76.561988"
SR-100154,In Progress,Phone,Rat Rubout,Rat Rubout Request,10/27/2023,10/27/2023,10/27/2023,10/27/2023,Hampden,CENTRAL,6,CENTRAL,674,39.376798,-76.40326,"39.376798, -76.40326"
SR-100155,Open,Phone,Parking Complaint,Parking Complaint Request,7/8/2020,7/8/2020,7/8/2020,7/8/2020,Govans,WESTERN,3,WESTERN,442,39.207487,-76.485137,"39.207487, -76.485137"
SR-100156,Open,Phone,Dirty Street,Dirty Street Request,6/3/2019,6/3/2019,6/3/2019,6/3/2019,Eastwood,SOUTHERN,6,SOUTHERN,177,39.461767,-76.465979,"39.461767, -76.465979"
SR-100157,Open,Phone,Dirty Street,Dirty Street Request,8/17/2020,8/17/2020,8/17/2020,8/17/2020,Mount Washington,WESTERN,3,WESTERN,565,39.300373,-76.579925,"39.300373, -76.579925"
SR-100158,Open,Phone,Rat Rubout,Rat Rubout Request,5/26/2021,5/26/2021,5/26/2021,5/26/2021,Waverly,NORTHWESTERN,10,NORTHWESTERN,604,39.39391,-76.399289,"39.39391, -76.399289"
SR-100159,Open,Phone,Parking Complaint,Parking Complaint Request,2/7/2020,2/7/2020,2/7/2020,2/7/2020,Greenmount West,CENTRAL,11,CENTRAL,485,39.428988,-76.480987,"39.428988, -76.480987"
SR-100160,Open,Phone,Illegal Dumping,Illegal Dumping Request,12/26/2020,12/26/2020,12/26/2020,12/26/2020,Upton,SOUTHERN,3,SOUTHERN,791,39.274478,-76.356278,"39.274478, -76.356278"
SR-100161,In Progress,Phone,Rat Rubout,Rat Rubout Request,1/24/2022,1/24/2022,1/24/2022,1/24/2022,Waverly,SOUTHERN,2,SOUTHERN,376,39.228434,-76.303131,"39.228434, -76.303131"
SR-100162,In Progress,Phone,Street Light Out,Street Light Out Request,3/19/2019,3/19/2019,3/19/2019,3/19/2019,Middle East,CENTRAL,5,CENTRAL,144,39.221691,-76.432489,"39.221691, -76.432489"
SR-100163,Open,Phone,Dead Animal,Dead Animal Request,10/22/2023,10/22/2023,10/22/2023,10/22/2023,Charles Village,NORTHERN,5,NORTHERN,667,39.334231,-76.362722,"39.334231, -76.362722"
SR-100164,In Progress,Phone,Graffiti,Graffiti Request,3/13/2019,3/13/2019,3/13/2019,3/13/2019,Eastwood,NORTHERN,4,NORTHERN,108,39.34626,-76.322214,"39.34626, -76.322214"
SR-100165,In Progress,Phone,Rat Rubout,Rat Rubout Request,1/11/2023,1/11/2023,1/11/2023,1/11/2023,Guilford,NORTHEASTERN,1,NORTHEASTERN,437,39.441929,-76.417592,"39.441929, -76.417592"
SR-100166,Closed,Phone,Vacant Building,Vacant Building Request,1/18/2023,1/18/2023,1/18/2023,1/18/2023,Mount Washington,CENTRAL,12,CENTRAL,125,39.204824,-76.535011,"39.204824, -76.535011"
SR-100167,In Progress,Phone,Pothole,Pothole Request,12/4/2023,12/4/2023,12/4/2023,12/4/2023,Park Heights,NORTHEASTERN,12,NORTHEASTERN,326,39.301731,-76.305721,"39.301731, -76.305721"
SR-100168,In Progress,Phone,Parking Complaint,Parking Complaint Request,12/27/2023,12/27/2023,12/27/2023,12/27/2023,Park Heights,CENTRAL,1,CENTRAL,749,39.443108,-76.422607,"39.443108, -76.422607"
SR-100169,Open,Phone,Parking Complaint,Parking Complaint Request,2/4/2020,2/4/2020,2/4/2020,2/4/2020,Cherry Hill,NORTHEASTERN,3,NORTHEASTERN,751,39.370519,-76.474594,"39.370519, -76.474594"
SR-100170,Open,Phone,Vacant Building,Vacant Building Request,7/15/2021,7/15/2021,7/15/2021,7/15/2021,Upton,NORTHWESTERN,12,NORTHWESTERN,801,39.243256,-76.565574,"39.243256, -76.565574"
SR-100171,Closed,Phone,Parking Complaint,Parking Complaint Request,10/17/2021,10/17/2021,10/17/2021,10/17/2021,Guilford,CENTRAL,14,CENTRAL,373,39.433198,-76.584528,"39.433198, -76.584528"
SR-100172,In Progress,Phone,Illegal Dumping,Illegal Dumping Request,5/19/2023,5/19/2023,5/19/2023,5/19/2023,Irvington,WESTERN,7,WESTERN,104,39.379645,-76.345829,"39.379645, -76.345829"
SR-100173,Closed,Phone,Graffiti,Graffiti Request,1/8/2020,1/8/2020,1/8/2020,1/8/2020,Mount Washington,WESTERN,7,WESTERN,478,39.417198,-76.522085,"39.417198, -76.522085"
SR-100174,Closed,Phone,Parking Complaint,Parking Complaint Request,8/23/2021,8/23/2021,8/23/2021,8/23/2021,Greenmount West,CENTRAL,14,CENTRAL,624,39.317223,-76.452709,"39.317223, -76.452709"
SR-100175,In Progress,Phone,Dirty Street,Dirty Street Request,1/10/2020,1/10/2020,1/10/2020,1/10/2020,Clifton Park,NORTHEASTERN,4,NORTHEASTERN,613,39.303609,-76.582798,"39.303609, -76.582798"
SR-100176,Closed,Phone,Parking Complaint,Parking Complaint Request,5/21/2022,5/21/2022,5/21/2022,5/21/2022,Morrell Park,CENTRAL,7,CENTRAL,247,39.281201,-76.588161,"39.281201, -76.588161"
SR-100177,Closed,Phone,Abandoned Vehicle,Abandoned Vehicle Request,6/7/2023,6/7/2023,6/7/2023,6/7/2023,Roland Park,CENTRAL,3,CENTRAL,377,39.454106,-76.59311,"39.454106, -76.59311"
SR-100178,Open,Phone,Graffiti,Graffiti Request,8/13/2023,8/13/2023,8/13/2023,8/13/2023,Roland Park,CENTRAL,4,CENTRAL,785,39.475056,-76.476034,"39.475056, -76.476034"
SR-100179,Open,Phone,Illegal Dumping,Illegal Dumping Request,6/16/2021,6/16/2021,6/16/2021,6/16/2021,Mount Washington,WESTERN,12,WESTERN,113,39.363226,-76.564429,"39.363226, -76.564429"
SR-100180,Closed,Phone,Vacant Building,Vacant Building Request,4/19/2023,4/19/2023,4/19/2023,4/19/2023,Pen Lucy,SOUTHERN,4,SOUTHERN,477,39.465354,-76.589159,"39.465354, -76.589159"
SR-100181,In Progress,Phone,Street Light Out,Street Light Out Request,3/22/2021,3/22/2021,3/22/2021,3/22/2021,Pigtown,CENTRAL,9,CENTRAL,622,39.354487,-76.494139,"39.354487, -76.494139"
SR-100182,In Progress,Phone,Parking Complaint,Parking Complaint Request,1/14/2020,1/14/2020,1/14/2020,1/14/2020,Druid Heights,WESTERN,3,WESTERN,479,39.311867,-76.416033,"39.311867, -76.416033"
SR-100183,Open,Phone,Abandoned Vehicle,Abandoned Vehicle Request,3/15/2022,3/15/2022,3/15/2022,3/15/2022,Eastwood,WESTERN,4,WESTERN,184,39.241657,-76.475705,"39.241657, -76.475705"
SR-100184,Open,Phone,Graffiti,Graffiti Request,6/8/2022,6/8/2022,6/8/2022,6/8/2022,Waverly,NORTHWESTERN,10,NORTHWESTERN,820,39.359727,-76.416093,"39.359727, -76.416093"
SR-100185,In Progress,Phone,Pothole,Pothole Request,11/16/2021,11/16/2021,11/16/2021,11/16/2021,Charles Village,SOUTHERN,14,SOUTHERN,237,39.2483,-76.31143,"39.2483, -76.31143"
SR-100186,Open,Phone,Street Light Out,Street Light Out Request,2/28/2019,2/28/2019,2/28/2019,2/28/2019,Roland Park,WESTERN,7,WESTERN,233,39.2242,-76.308052,"39.2242, -76.308052"
SR-100187,In Progress,Phone,Parking Complaint,Parking Complaint Request,1/5/2021,1/5/2021,1/5/2021,1/5/2021,Morrell Park,SOUTHERN,5,SOUTHERN,565,39.398162,-76.428582,"39.398162, -76.428582"
SR-100188,Open,Phone,Graffiti,Graffiti Request,11/7/2021,11/7/2021,11/7/2021,11/7/2021,Curtis Bay,NORTHERN,5,NORTHERN,813,39.498194,-76.348318,"39.498194, -76.348318"
SR-100189,Closed,Phone,Abandoned Vehicle,Abandoned Vehicle Request,1/24/2019,1/24/2019,1/24/2019,1/24/2019,Curtis Bay,WESTERN,2,WESTERN,641,39.484934,-76.379213,"39.484934, -76.379213"
SR-100190,In Progress,Phone,Pothole,Pothole Request,8/28/2022,8/28/2022,8/28/2022,8/28/2022,Greenmount West,NORTHERN,8,NORTHERN,862,39.466531,-76.473391,"39.466531, -76.473391"
SR-100191,Closed,Phone,Pothole,Pothole Request,11/21/2022,11/21/2022,11/21/2022,11/21/2022,Pigtown,EASTERN,11,EASTERN,162,39.413729,-76.570722,"39.413729, -76.570722"
SR-100192,Open,Phone,Dead Animal,Dead Animal Request,4/17/2023,4/17/2023,4/17/2023,4/17/2023,Westport,NORTHEASTERN,3,NORTHEASTERN,503,39.422504,-76.346145,"39.422504, -76.346145"
SR-100193,Open,Phone,Street Light Out,Street Light Out Request,11/18/2019,11/18/2019,11/18/2019,11/18/2019,Sandtown-Winchester,NORTHERN,13,NORTHERN,454,39.413471,-76.364246,"39.413471, -76.364246"
SR-100194,Closed,Phone,Abandoned Vehicle,Abandoned Vehicle Request,12/10/2020,12/10/2020,12/10/2020,12/10/2020,Clifton Park,NORTHWESTERN,10,NORTHWESTERN,232,39.297351,-76.422558,"39.297351, -76.422558"
SR-100195,Open,Phone,Street Light Out,Street Light Out Request,6/25/2020,6/25/2020,6/25/2020,6/25/2020,Belair-Edison,SOUTHERN,8,SOUTHERN,358,39.335304,-76.545563,"39.335304, -76.545563"
SR-100196,Closed,Phone,Rat Rubout,Rat Rubout Request,1/6/2021,1/6/2021,1/6/2021,1/6/2021,Pimlico,EASTERN,2,EASTERN,202,39.357662,-76.496718,"39.357662, -76.496718"
SR-100197,Closed,Phone,Dead Animal,Dead Animal Request,5/14/2023,5/14/2023,5/14/2023,5/14/2023,Hampden,SOUTHERN,4,SOUTHERN,696,39.413293,-76.543119,"39.413293, -76.543119"
SR-100198,In Progress,Phone,Vacant Building,Vacant Building Request,8/18/2023,8/18/2023,8/18/2023,8/18/2023,Homeland,EASTERN,13,EASTERN,866,39.252904,-76.364869,"39.252904, -76.364869"
SR-100199,In Progress,Phone,Dirty Street,Dirty Street Request,8/11/2021,8/11/2021,8/11/2021,8/11/2021,Waverly,CENTRAL,11,CENTRAL,615,39.431557,-76.526025,"39.431557, -76.526025"
SR-100200,Open,Phone,Pothole,Pothole Request,8/25/2021,8/25/2021,8/25/2021,8/25/2021,Waverly,WESTERN,12,WESTERN,350,39.464138,-76.427132,"39.464138, -76.427132"
SR-100201,Closed,Phone,Abandoned Vehicle,Abandoned Vehicle Request,9/11/2020,9/11/2020,9/11/2020,9/11/2020,Eastwood,WESTERN,6,WESTERN,417,39.393564,-76.583629,"39.393564, -76.583629"
SR-100202,In Progress,Phone,Street Light Out,Street Light Out Request,12/22/2022,12/22/2022,12/22/2022,12/22/2022,Greenmount West,NORTHEASTERN,12,NORTHEASTERN,555,39.377616,-76.513057,"39.377616, -76.513057"
SR-100203,Closed,Phone,Rat Rubout,Rat Rubout Request,11/26/2023,11/26/2023,11/26/2023,11/26/2023,Clifton Park,EASTERN,13,EASTERN,544,39.498099,-76.429148,"39.498099, -76.429148"
SR-100204,Closed,Phone,Dirty Street,Dirty Street Request,12/3/2022,12/3/2022,12/3/2022,12/3/2022,Brooklyn,CENTRAL,13,CENTRAL,752,39.29767,-76.384406,"39.29767, -76.384406"
SR-100205,Closed,Phone,Graffiti,Graffiti Request,3/23/2023,3/23/2023,3/23/2023,3/23/2023,Park Heights,NORTHERN,8,NORTHERN,277,39.413703,-76.499405,"39.413703, -76.499405"
SR-100206,Closed,Phone,Dirty Street,Dirty Street Request,11/2/2021,11/2/2021,11/2/2021,11/2/2021,Curtis Bay,CENTRAL,8,CENTRAL,684,39.284235,-76.535871,"39.284235, -76.535871"
SR-100207,In Progress,Phone,Dirty Street,Dirty Street Request,11/7/2022,11/7/2022,11/7/2022,11/7/2022,Greenmount West,NORTHWESTERN,5,NORTHWESTERN,884,39.313722,-76.35081,"39.313722, -76.35081"
SR-100208,In Progress,Phone,Graffiti,Graffiti Request,11/15/2022,11/15/2022,11/15/2022,11/15/2022,Morrell Park,WESTERN,11,WESTERN,257,39.4124,-76.433813,"39.4124, -76.433813"
SR-100209,In Progress,Phone,Graffiti,Graffiti Request,1/2/2020,1/2/2020,1/2/2020,1/2/2020,Waverly,NORTHERN,12,NORTHERN,361,39.206972,-76.590953,"39.206972, -76.590953"
SR-100210,In Progress,Phone,Pothole,Pothole Request,11/14/2022,11/14/2022,11/14/2022,11/14/2022,Cherry Hill,WESTERN,6,WESTERN,600,39.318534,-76.504079,"39.318534, -76.504079"
SR-100211,In Progress,Phone,Pothole,Pothole Request,2/9/2021,2/9/2021,2/9/2021,2/9/2021,Park Heights,WESTERN,2,WESTERN,747,39.369519,-76.480738,"39.369519, -76.480738"
SR-100212,Closed,Phone,Pothole,Pothole Request,11/17/2019,11/17/2019,11/17/2019,11/17/2019,Pen Lucy,NORTHERN,6,NORTHERN,627,39.413952,-76.410651,"39.413952, -76.410651"
SR-100213,In Progress,Phone,Abandoned Vehicle,Abandoned Vehicle Request,5/6/2020,5/6/2020,5/6/2020,5/6/2020,Pen Lucy,EASTERN,11,EASTERN,400,39.345131,-76.397984,"39.345131, -76.397984"
SR-100214,Open,Phone,Abandoned Vehicle,Abandoned Vehicle Request,7/14/2023,7/14/2023,7/14/2023,7/14/2023,Roland Park,CENTRAL,4,CENTRAL,145,39.385747,-76.355166,"39.385747, -76.355166"
SR-100215,Open,Phone,Abandoned Vehicle,Abandoned Vehicle Request,2/19/2022,2/19/2022,2/19/2022,2/19/2022,Pimlico,NORTHEASTERN,11,NORTHEASTERN,322,39.422883,-76.580816,"39.422883, -76.580816"
SR-100216,Closed,Phone,Parking Complaint,Parking Complaint Request,4/11/2020,4/11/2020,4/11/2020,4/11/2020,Mount Washington,SOUTHERN,11,SOUTHERN,595,39.338989,-76.397346,"39.338989, -76.397346"
SR-100217,Closed,Phone,Parking Complaint,Parking Complaint Request,5/24/2020,5/24/2020,5/24/2020,5/24/2020,Oliver,EASTERN,9,EASTERN,593,39.43975,-76.369288,"39.43975, -76.369288"
SR-100218,Closed,Phone,Vacant Building,Vacant Building Request,11/3/2020,11/3/2020,11/3/2020,11/3/2020,Park Heights,NORTHEASTERN,10,NORTHEASTERN,194,39.412658,-76.422913,"39.412658, -76.422913"
SR-100219,In Progress,Phone,Abandoned Vehicle,Abandoned Vehicle Request,8/3/2022,8/3/2022,8/3/2022,8/3/2022,Pigtown,NORTHEASTERN,13,NORTHEASTERN,522,39.460235,-76.591046,"39.460235, -76.591046"
SR-100220,Open,Phone,Vacant Building,Vacant Building Request,10/2/2023,10/2/2023,10/2/2023,10/2/2023,Upton,CENTRAL,12,CENTRAL,522,39.498935,-76.482089,"39.498935, -76.482089"
SR-100221,Open,Phone,Abandoned Vehicle,Abandoned Vehicle Request,11/9/2022,11/9/2022,11/9/2022,11/9/2022,Irvington,NORTHERN,12,NORTHERN,192,39.438096,-76.330623,"39.438096, -76.330623"
SR-100222,Closed,Phone,Illegal Dumping,Illegal Dumping Request,5/25/2020,5/25/2020,5/25/2020,5/25/2020,Johnston Square,NORTHEASTERN,13,NORTHEASTERN,350,39.317014,-76.449864,"39.317014, -76.449864"
SR-100223,Open,Phone,Dead Animal,Dead Animal Request,4/5/2019,4/5/2019,4/5/2019,4/5/2019,Waverly,CENTRAL,10,CENTRAL,480,39.316057,-76.303323,"39.316057, -76.303323"
SR-100224,Open,Phone,Parking Complaint,Parking Complaint Request,6/18/2021,6/18/2021,6/18/2021,6/18/2021,Pen Lucy,NORTHWESTERN,1,NORTHWESTERN,585,39.346886,-76.503947,"39.346886, -76.503947"
SR-100225,In Progress,Phone,Street Light Out,Street Light Out Request,12/2/2019,12/2/2019,12/2/2019,12/2/2019,Berea,NORTHERN,11,NORTHERN,709,39.252757,-76.393428,"39.252757, -76.393428"
SR-100226,In Progress,Phone,Parking Complaint,Parking Complaint Request,7/9/2022,7/9/2022,7/9/2022,7/9/2022,Westport,NORTHERN,2,NORTHERN,287,39.424749,-76.310459,"39.424749, -76.310459"
SR-100227,In Progress,Phone,Dirty Street,Dirty Street Request,5/20/2019,5/20/2019,5/20/2019,5/20/2019,Eastwood,EASTERN,4,EASTERN,209,39.261383,-76.478535,"39.261383, -76.478535"
SR-100228,Open,Phone,Illegal Dumping,Illegal Dumping Request,3/28/2022,3/28/2022,3/28/2022,3/28/2022,Charles Village,WESTERN,4,WESTERN,694,39.318339,-76.510566,"39.318339, -76.510566"
SR-100229,Closed,Phone,Dirty Street,Dirty Street Request,10/11/2019,10/11/2019,10/11/2019,10/11/2019,Mount Washington,NORTHERN,7,NORTHERN,322,39.451052,-76.482025,"39.451052, -76.482025"
SR-100230,Closed,Phone,Graffiti,Graffiti Request,4/13/2022,4/13/2022,4/13/2022,4/13/2022,Sandtown-Winchester,NORTHEASTERN,11,NORTHEASTERN,179,39.437763,-76.583855,"39.437763, -76.583855"
SR-100231,Open,Phone,Pothole,Pothole Request,8/17/2019,8/17/2019,8/17/2019,8/17/2019,Govans,SOUTHERN,9,SOUTHERN,210,39.461329,-76.348217,"39.461329, -76.348217"
SR-100232,In Progress,Phone,Street Light Out,Street Light Out Request,4/28/2021,4/28/2021,4/28/2021,4/28/2021,Upton,NORTHWESTERN,11,NORTHWESTERN,352,39.424587,-76.301919,"39.424587, -76.301919"
SR-100233,In Progress,Phone,Abandoned Vehicle,Abandoned Vehicle Request,3/16/2021,3/16/2021,3/16/2021,3/16/2021,Irvington,EASTERN,10,EASTERN,867,39.429627,-76.421291,"39.429627, -76.421291"
SR-100234,In Progress,Phone,Pothole,Pothole Request,8/16/2022,8/16/2022,8/16/2022,8/16/2022,Berea,EASTERN,10,EASTERN,698,39.300392,-76.51054,"39.300392, -76.51054"
SR-100235,Closed,Phone,Dirty Street,Dirty Street Request,8/3/2019,8/3/2019,8/3/2019,8/3/2019,Pen Lucy,NORTHERN,13,NORTHERN,715,39.47598,-76.484746,"39.47598, -76.484746"
SR-100236,In Progress,Phone,Abandoned Vehicle,Abandoned Vehicle Request,5/23/2021,5/23/2021,5/23/2021,5/23/2021,Hampden,NORTHEASTERN,1,NORTHEASTERN,150,39.492186,-76.317766,"39.492186, -76.317766"
SR-100237,In Progress,Phone,Graffiti,Graffiti Request,4/7/2023,4/7/2023,4/7/2023,4/7/2023,Eastwood,NORTHWESTERN,9,NORTHWESTERN,685,39.263643,-76.561393,"39.263643, -76.561393"
SR-100238,Closed,Phone,Graffiti,Graffiti Request,7/1/2021,7/1/2021,7/1/2021,7/1/2021,Brooklyn,EASTERN,14,EASTERN,648,39.274914,-76.372647,"39.274914, -76.372647"
SR-100239,Closed,Phone,Abandoned Vehicle,Abandoned Vehicle Request,8/16/2021,8/16/2021,8/16/2021,8/16/2021,Westport,NORTHEASTERN,9,NORTHEASTERN,372,39.422555,-76.302752,"39.422555, -76.302752"
SR-100240,In Progress,Phone,Illegal Dumping,Illegal Dumping Request,2/24/2021,2/24/2021,2/24/2021,2/24/2021,Cherry Hill,CENTRAL,8,CENTRAL,546,39.438949,-76.374134,"39.438949, -76.374134"
SR-100241,Closed,Phone,Abandoned Vehicle,Abandoned Vehicle Request,9/20/2021,9/20/2021,9/20/2021,9/20/2021,Eastwood,SOUTHERN,3,SOUTHERN,807,39.266034,-76.48942,"39.266034, -76.48942"
SR-100242,Closed,Phone,Parking Complaint,Parking Complaint Request,8/22/2023,8/22/2023,8/22/2023,8/22/2023,Berea,SOUTHERN,3,SOUTHERN,886,39.258488,-76.36485,"39.258488, -76.36485"
SR-100243,Closed,Phone,Illegal Dumping,Illegal Dumping Request,10/8/2020,10/8/2020,10/8/2020,10/8/2020,Belair-Edison,WESTERN,8,WESTERN,639,39.485157,-76.43705,"39.485157, -76.43705"
SR-100244,Closed,Phone,Illegal Dumping,Illegal Dumping Request,6/24/2019,6/24/2019,6/24/2019,6/24/2019,Irvington,EASTERN,7,EASTERN,407,39.440849,-76.420412,"39.440849, -76.420412"
SR-100245,Open,Phone,Street Light Out,Street Light Out Request,9/22/2022,9/22/2022,9/22/2022,9/22/2022,Oliver,NORTHWESTERN,6,NORTHWESTERN,428,39.279825,-76.516906,"39.279825, -76.516906"
SR-100246,Closed,Phone,Pothole,Pothole Request,9/8/2020,9/8/2020,9/8/2020,9/8/2020,Harlem Park,EASTERN,9,EASTERN,461,39.47699,-76.563129,"39.47699, -76.563129"
SR-100247,Closed,Phone,Rat Rubout,Rat Rubout Request,9/18/2019,9/18/2019,9/18/2019,9/18/2019,Guilford,CENTRAL,5,CENTRAL,459,39.344055,-76.479064,"39.344055, -76.479064"
